1       , -54514.6    , array([ 1.05645    ,  0.331943   ,  2.3602     ,  0.474839   ,  0.00748377 ])
806     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
807     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
808     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
809     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
810     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
811     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
812     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
813     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
814     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
815     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
816     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
817     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
818     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
819     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
820     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
821     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
822     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
823     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
824     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
825     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
826     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
827     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
828     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
829     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
830     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
831     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
832     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
833     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
834     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
835     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
836     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
837     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
838     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
839     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
840     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
841     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
842     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
843     , -1311.11    , array([ 1.00134    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490089  ])
844     , -1311.11    , array([ 1.00034    ,  0.0984051  ,  4.98413    ,  2.55128    ,  0.0490089  ])
845     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98912    ,  2.55128    ,  0.0490089  ])
846     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55383    ,  0.0490089  ])
847     , -1311.11    , array([ 1.00034    ,  0.0983068  ,  4.98413    ,  2.55128    ,  0.0490579  ])
848     , -1311.12    , array([ 1.00069    ,  0.0982646  ,  4.98113    ,  2.54885    ,  0.0489611  ])
849     , -1311.12    , array([ 1.00051    ,  0.0982857  ,  4.98263    ,  2.55007    ,  0.048985   ])
850     , -1311.11    , array([ 1.00043    ,  0.0982962  ,  4.98338    ,  2.55067    ,  0.0489969  ])
851     , -1311.11    , array([ 1.00039    ,  0.0983015  ,  4.98376    ,  2.55098    ,  0.0490029  ])
852     , -1311.11    , array([ 1.00036    ,  0.0983041  ,  4.98395    ,  2.55113    ,  0.0490059  ])
853     , -1311.11    , array([ 1.00035    ,  0.0983054  ,  4.98404    ,  2.55121    ,  0.0490074  ])
854     , -1311.11    , array([ 1.00035    ,  0.0983061  ,  4.98409    ,  2.55124    ,  0.0490081  ])
855     , -1311.11    , array([ 1.00034    ,  0.0983064  ,  4.98411    ,  2.55126    ,  0.0490085  ])
856     , -1311.11    , array([ 1.00034    ,  0.0983066  ,  4.98412    ,  2.55127    ,  0.0490087  ])
857     , -1311.11    , array([ 1.00034    ,  0.0983067  ,  4.98413    ,  2.55128    ,  0.0490088  ])
858     , -1311.11    , array([ 1.00034    ,  0.0983067  ,  4.98413    ,  2.55128    ,  0.0490088  ])
859     , -1311.11    , array([ 1.00034    ,  0.0983067  ,  4.98413    ,  2.55128    ,  0.0490088  ])
